GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
0500000US06077,06077,"San Joaquin County, California",219073,1110,53274,946,63.3,0.6,56313,911,7.6,0.3,37428,4004,0.8,0.1,37697,4846,12.4,0.3,61128,3085,0.4,0.1,90483,23986,9.7,0.4,44466,2795,5.9,0.4,45301,4441,31.9,0.4,44550,1332,45.0,0.4,63283,1278,3.7,0.2,24243,2671,35.6,0.4,54698,1191,40.3,0.5,63268,1698,20.4,0.3,41002,1409,163845,1555,59946,1189,50.8,0.8,52666,1398,49.2,0.8,67356,1529,69.3,0.7,73825,1216,21.2,0.6,30826,895,9.5,0.5,42492,2055,55228,1525,31066,925,52.0,1.3,26710,1366,43.6,1.2,23584,1397,8.5,0.7,45878,4784,48.0,1.3,36514,1956,35.3,1.2,31149,1580,12.7,1.1,60804,5858,31.8,(X),(X),(X),32.1,(X),(X),(X),27.9,(X),(X),(X)
0500000US06079,06079,"San Luis Obispo County, California",103576,1306,60691,1137,89.9,0.6,61694,1319,1.3,0.3,63224,31096,0.6,0.1,46250,12811,2.7,0.2,59421,8741,0.0,0.1,-,**,3.1,0.4,45946,5791,2.3,0.3,50921,18111,15.6,0.5,48178,3804,78.1,0.8,65110,1883,7.0,0.6,17294,2672,27.1,0.7,62525,2918,38.7,0.6,76528,2049,27.2,0.6,51248,2422,65508,1016,76771,1584,38.7,1.0,67959,3854,61.3,1.0,80618,2217,79.6,1.2,87364,2278,14.2,1.0,37628,2875,6.2,0.7,47221,8642,38068,1202,35929,2295,53.0,1.7,31714,1761,41.2,1.8,27903,2709,11.7,1.1,51288,6501,47.0,1.7,41296,2366,29.9,1.5,37592,3499,17.1,1.4,51891,7187,31.6,(X),(X),(X),31.2,(X),(X),(X),30.1,(X),(X),(X)
0500000US06081,06081,"San Mateo County, California",259711,1085,93623,1412,61.9,0.5,97207,1942,2.8,0.2,56213,4470,0.3,0.1,70792,6246,24.3,0.4,107531,3260,1.0,0.1,73442,9315,6.9,0.3,56879,4166,2.8,0.2,87856,7060,18.6,0.3,61383,2042,51.2,0.4,106936,1647,1.7,0.2,44205,3522,34.0,0.3,103574,2263,41.2,0.4,108342,2582,23.2,0.3,60008,1966,178371,1482,109722,1787,44.3,0.6,116284,3968,55.7,0.6,106198,1529,78.1,0.7,127562,2100,15.1,0.6,56921,2612,6.8,0.5,73364,5929,81340,1357,59592,1785,54.8,1.1,54947,1880,43.8,1.0,46713,2146,10.9,0.8,104784,8160,45.2,1.1,63968,2303,33.5,0.9,54266,2332,11.7,0.8,101872,4482,29.5,(X),(X),(X),29.8,(X),(X),(X),26.1,(X),(X),(X)
0500000US06083,06083,"Santa Barbara County, California",142713,752,63985,1293,80.2,0.6,66814,1134,1.8,0.1,51695,9775,0.9,0.1,57699,9264,4.6,0.2,68710,8745,0.2,0.1,77614,73753,9.6,0.5,46372,2907,2.8,0.3,53958,7930,32.0,0.5,49516,2151,59.6,0.5,74123,1386,6.7,0.4,28356,2509,31.0,0.5,66125,2082,36.7,0.5,81665,1995,25.5,0.4,50967,1275,93473,1048,74824,1841,46.1,0.7,63870,2385,53.9,0.7,84787,2414,74.4,1.0,89407,2309,17.7,0.9,37438,3140,8.0,0.6,50450,3618,49240,1000,39890,1846,54.6,1.2,36244,1882,40.9,1.2,30971,1679,13.7,1.1,65189,5031,45.4,1.2,45106,2870,31.0,1.1,36891,3254,14.4,0.9,63156,5105,34.5,(X),(X),(X),33.6,(X),(X),(X),32.6,(X),(X),(X)
0500000US06085,06085,"Santa Clara County, California",621463,1599,96310,783,54.6,0.3,94691,1042,2.7,0.1,64219,3732,0.5,0.1,55508,6480,31.9,0.2,116152,1700,0.3,0.1,84286,15105,6.9,0.2,57141,1930,3.0,0.1,87836,4506,19.5,0.2,61124,1187,43.4,0.2,105703,1331,2.5,0.1,41429,2759,38.3,0.2,107983,1565,39.9,0.2,110465,1441,19.3,0.2,54633,980,446734,2104,108637,1153,48.9,0.4,118440,1946,51.1,0.4,101478,1116,78.3,0.4,127134,1095,14.6,0.4,50412,1339,7.0,0.3,67289,2741,174729,2190,60626,932,50.0,0.6,49033,2016,39.9,0.7,41302,1349,10.1,0.4,93651,5423,50.0,0.6,73950,2608,35.6,0.7,61516,2036,14.4,0.6,111918,4515,27.8,(X),(X),(X),27.8,(X),(X),(X),24.9,(X),(X),(X)
0500000US06087,06087,"Santa Cruz County, California",94802,713,67256,1534,86.1,0.6,69441,1676,0.9,0.2,63977,18531,0.6,0.2,32056,25020,3.8,0.3,68528,6341,0.1,0.1,(X),(X),5.6,0.5,50358,3899,2.9,0.4,53378,7208,22.4,0.6,48648,2261,70.5,0.6,75779,2340,4.4,0.4,20777,4251,29.0,0.6,64239,2865,42.9,0.6,86611,2277,23.7,0.5,50594,2156,59675,1070,81912,1822,43.0,1.2,72839,3421,57.0,1.2,87624,3027,76.2,1.0,97900,3183,16.8,0.9,38213,3853,7.0,0.7,54788,4411,35127,964,40806,1376,53.5,1.7,38366,2791,39.9,1.6,31046,2277,13.6,1.0,63890,6760,46.5,1.7,45113,3869,31.3,1.5,34203,5197,15.2,1.4,73373,5842,28.3,(X),(X),(X),28.6,(X),(X),(X),25.6,(X),(X),(X)
0500000US06089,06089,"Shasta County, California",69375,726,44620,1209,90.7,0.6,45180,1169,0.5,0.2,39193,8261,2.4,0.3,40240,10183,1.8,0.3,45983,13157,0.2,0.1,63184,20654,1.6,0.3,33166,5506,2.7,0.4,35085,4971,6.6,0.4,36457,2813,86.4,0.6,45757,1120,3.9,0.5,20839,2287,25.9,0.6,47069,2582,39.8,0.7,55010,2468,30.3,0.6,37091,1414,44950,827,55749,1607,37.0,1.1,49490,3580,63.0,1.1,58985,2214,74.1,1.4,65541,2125,18.4,1.3,28810,1989,7.5,0.9,40812,5618,24425,806,25646,1021,55.4,1.7,24409,1620,45.7,1.7,21616,1414,9.7,1.2,41641,3587,44.6,1.7,27552,2069,34.3,1.8,25013,2526,10.3,1.2,44803,4497,27.2,(X),(X),(X),27.7,(X),(X),(X),24.6,(X),(X),(X)
0500000US06091,06091,"Sierra County, California",1252,134,42833,8464,97.5,1.8,42396,8442,0.0,2.6,-,**,1.4,1.5,-,**,0.0,2.6,-,**,0.0,2.6,-,**,0.0,2.6,-,**,1.0,1.0,26250,17153,5.9,1.7,18194,7779,91.6,2.3,43625,9588,1.0,1.5,-,**,12.7,3.4,47083,36946,46.3,5.9,42115,19712,39.9,5.8,43214,12329,769,131,72893,23086,21.1,8.0,83523,28814,78.9,8.0,71042,35912,84.5,7.3,(X),(X),12.1,6.8,(X),(X),3.4,3.1,(X),(X),483,109,24141,10454,48.9,12.9,(X),(X),37.1,12.5,(X),(X),11.8,10.5,(X),(X),51.1,12.9,(X),(X),47.0,11.8,(X),(X),4.1,6.3,(X),(X),41.1,(X),(X),(X),43.6,(X),(X),(X),36.6,(X),(X),(X)
0500000US06093,06093,"Siskiyou County, California",19133,383,37170,1702,89.3,0.9,38610,2749,1.3,0.4,17784,9171,2.9,0.5,22230,4840,1.1,0.2,39500,17736,0.3,0.2,30185,13974,1.1,0.4,30250,14540,4.1,0.6,29754,10559,8.0,0.7,30472,3730,83.8,1.0,39231,2919,3.6,0.8,18203,2558,23.2,0.9,41000,4456,40.2,0.9,43526,2179,33.0,0.8,33068,2085,11910,423,45742,1767,34.5,1.7,39548,5331,65.5,1.7,48495,3043,77.0,1.8,55142,1803,14.8,1.5,21583,1770,8.1,1.2,28470,3673,7223,424,23499,2370,51.9,2.8,22410,2579,44.5,3.0,21076,1595,7.5,1.6,39231,12542,48.1,2.8,24411,2804,38.0,2.8,21473,1995,10.1,2.4,48594,7209,30.6,(X),(X),(X),30.9,(X),(X),(X),26.9,(X),(X),(X)
0500000US06095,06095,"Solano County, California",143612,823,66828,1238,60.3,0.6,71497,1471,14.8,0.4,50790,1652,0.6,0.1,50324,9942,13.0,0.4,83281,4189,0.8,0.1,61826,14577,6.2,0.4,55718,3553,4.3,0.4,63183,7568,18.5,0.4,55834,3172,49.5,0.5,74102,1228,3.1,0.3,30568,1968,32.3,0.6,66358,2262,42.7,0.5,81808,1587,22.0,0.5,51153,1692,103174,1155,77061,1455,44.2,0.8,66013,2284,55.8,0.8,84382,1652,69.7,0.9,92423,1833,22.0,0.8,41391,1802,8.3,0.5,53608,3572,40438,994,41762,1222,54.5,1.7,36220,1740,45.1,1.6,31515,1299,9.4,1.1,65793,6430,45.5,1.7,48478,3144,33.4,1.6,43536,2258,12.1,1.0,70228,7563,29.6,(X),(X),(X),29.2,(X),(X),(X),27.3,(X),(X),(X)
0500000US06097,06097,"Sonoma County, California",187782,1212,64240,1224,84.3,0.4,66800,1331,1.2,0.1,60091,7059,0.9,0.1,53208,5756,3.3,0.2,69885,6003,0.2,0.1,83917,41015,6.9,0.3,45550,3032,3.1,0.3,60644,4301,16.3,0.3,51334,1730,76.5,0.4,68656,1657,2.8,0.2,34298,2341,28.7,0.4,64842,2334,42.0,0.5,79064,1697,26.5,0.4,50983,1449,118467,1420,77587,1799,42.3,0.8,68344,2796,57.7,0.8,82734,1436,74.5,1.0,91140,1726,17.1,0.8,44602,2068,8.4,0.6,53454,2025,69315,1544,42816,1334,56.6,1.2,38806,1949,46.1,1.1,32459,1678,10.5,0.8,68750,5035,43.4,1.2,48476,1671,30.5,1.0,39349,2002,12.9,0.9,73602,5129,29.1,(X),(X),(X),28.8,(X),(X),(X),26.8,(X),(X),(X)
0500000US06099,06099,"Stanislaus County, California",169196,975,50125,718,79.4,0.6,51489,783,2.8,0.2,37772,4561,0.9,0.1,37049,7775,4.9,0.2,57620,6166,0.6,0.1,40459,16566,8.6,0.4,40819,2660,2.9,0.3,51475,5375,33.7,0.5,42964,1363,55.7,0.5,55987,1295,3.8,0.4,28210,2827,36.1,0.5,50481,1443,38.9,0.6,60271,1792,21.2,0.4,38917,1523,124736,1391,55611,987,50.0,0.7,48835,1575,50.0,0.7,62224,1531,69.3,0.9,68668,1194,21.3,0.9,29774,1714,9.4,0.6,41864,3272,44460,1233,30766,1241,52.6,1.3,26503,1193,42.9,1.3,22889,1676,9.7,0.9,44170,4190,47.4,1.3,36878,2030,35.6,1.6,32238,3522,11.8,1.2,52175,4589,34.2,(X),(X),(X),34.3,(X),(X),(X),30.2,(X),(X),(X)
0500000US06101,06101,"Sutter County, California",31917,334,52017,1350,76.6,1.2,53549,1890,2.2,0.4,57432,11262,0.9,0.2,55156,24116,10.5,0.7,51821,7930,0.3,0.1,(X),(X),5.0,0.9,40628,3281,4.5,0.6,40250,7747,23.0,0.9,40639,2806,59.8,1.0,59838,2209,3.7,0.6,24488,6541,34.2,1.2,51823,1799,38.6,1.1,62913,3996,23.5,0.9,41250,4137,23432,545,58524,2087,48.6,1.8,53355,2597,51.4,1.8,62941,3207,72.7,1.9,67244,3320,18.2,1.6,30933,3317,9.1,1.4,36203,6730,8485,498,30270,2676,52.2,2.6,25193,2494,45.3,2.9,21580,1878,6.9,1.6,55114,6372,47.8,2.6,35641,4347,36.4,2.7,31846,3712,11.4,2.0,43214,23019,26.9,(X),(X),(X),26.9,(X),(X),(X),23.9,(X),(X),(X)
0500000US06103,06103,"Tehama County, California",23704,442,41001,2564,90.5,1.4,40919,2373,0.0,0.1,-,**,2.7,0.6,38125,20000,0.7,0.2,58109,17830,0.3,0.4,-,**,3.2,0.9,36750,17729,2.6,0.7,31729,19887,15.8,1.1,43545,5201,79.3,1.3,40769,2476,3.3,0.7,23214,3361,29.4,1.1,41849,4580,38.9,1.1,52535,2534,28.4,1.2,35370,2755,16350,548,48662,3053,41.0,2.1,40563,6309,59.0,2.1,54172,3260,73.6,2.4,57964,3145,18.2,2.0,26354,4600,8.2,1.7,29801,4535,7354,475,25649,2214,54.5,3.4,(X),(X),45.4,3.0,(X),(X),9.1,2.0,(X),(X),45.5,3.4,(X),(X),36.1,3.5,(X),(X),9.4,2.7,(X),(X),31.3,(X),(X),(X),31.6,(X),(X),(X),27.3,(X),(X),(X)
0500000US06105,06105,"Trinity County, California",5484,254,34974,4081,89.7,1.9,35474,4478,0.8,1.0,-,**,3.7,1.4,18205,2347,0.9,0.6,(X),(X),0.5,0.8,-,**,0.9,0.5,(X),(X),3.5,2.0,47105,31797,2.0,1.2,(X),(X),88.9,2.2,35237,4275,0.6,0.5,(X),(X),20.5,2.5,(X),(X),43.4,3.0,(X),(X),35.6,2.5,(X),(X),3298,271,49118,8207,28.0,4.5,42723,13188,72.0,4.5,52059,8422,80.0,4.3,57614,7831,11.9,3.4,20913,9053,8.2,3.0,21765,15404,2186,249,21287,2431,50.3,4.9,(X),(X),41.7,5.8,(X),(X),8.6,3.8,(X),(X),49.7,4.9,(X),(X),40.8,5.0,(X),(X),8.9,3.4,(X),(X),28.4,(X),(X),(X),28.5,(X),(X),(X),26.5,(X),(X),(X)
0500000US06107,06107,"Tulare County, California",133570,781,42031,920,83.1,0.6,42513,1066,1.7,0.2,22458,14330,1.2,0.2,36199,4802,3.1,0.2,57851,6859,0.1,0.1,(X),(X),8.2,0.5,35918,1947,2.6,0.4,47146,10372,51.8,0.5,34677,945,41.7,0.6,55287,1815,4.3,0.4,24661,2062,38.3,0.5,43820,1881,38.1,0.5,49655,1750,19.3,0.4,35156,1351,104130,1252,44814,1204,53.7,1.0,36894,912,46.3,1.0,53857,1578,67.2,1.2,56762,1657,21.7,1.0,25143,1313,11.0,0.8,31747,2146,29440,1166,27258,1583,50.6,1.9,23586,2243,42.6,2.0,21530,1516,8.1,1.1,35717,5988,49.4,1.9,32145,2087,36.5,2.0,26131,2187,12.9,1.6,46985,3780,37.9,(X),(X),(X),37.6,(X),(X),(X),33.8,(X),(X),(X)
0500000US06109,06109,"Tuolumne County, California",22133,641,50306,2202,92.8,1.0,50883,2310,0.8,0.4,30972,19095,1.7,0.5,43182,8915,0.7,0.2,52330,9125,0.1,0.1,-,**,1.5,0.6,42100,7601,2.4,0.8,54891,28640,7.2,0.8,48225,4985,87.9,1.1,51046,2369,3.9,1.2,24219,14193,20.8,1.3,57493,3220,41.0,1.2,56897,5560,34.3,1.1,40392,4424,14546,604,59921,2686,30.9,2.6,58737,3831,69.1,2.6,61050,5147,77.0,2.8,68558,3605,16.3,2.5,30338,5322,6.7,1.5,37961,6256,7587,636,30320,2527,52.4,3.7,(X),(X),43.6,3.9,(X),(X),8.8,2.8,(X),(X),47.6,3.7,(X),(X),37.5,4.0,(X),(X),10.1,2.8,(X),(X),31.7,(X),(X),(X),33.1,(X),(X),(X),25.9,(X),(X),(X)
0500000US06111,06111,"Ventura County, California",268969,898,77348,954,82.8,0.3,76839,976,1.8,0.1,74474,15139,0.7,0.1,59457,11645,6.8,0.2,103602,2894,0.1,0.1,72500,47484,5.2,0.3,60243,3454,2.5,0.2,78187,6428,29.3,0.3,59009,1654,60.3,0.3,86353,1153,2.2,0.2,43728,3125,30.7,0.4,77404,1464,43.3,0.3,94231,1777,23.9,0.3,55155,1610,198047,1381,86766,888,45.4,0.6,82886,1507,54.6,0.6,90172,1347,75.7,0.6,101238,1104,16.9,0.6,45971,1877,7.5,0.4,61116,3463,70922,1377,48173,1503,55.9,1.2,40676,1825,45.7,1.1,33630,1655,10.2,0.8,81806,5418,44.1,1.2,58118,3321,32.9,0.9,49200,2362,11.2,0.7,85125,6129,29.8,(X),(X),(X),30.0,(X),(X),(X),26.0,(X),(X),(X)
0500000US06113,06113,"Yolo County, California",71997,602,54989,1553,72.3,0.8,59421,1796,2.9,0.4,36208,6384,1.0,0.2,53810,5552,11.6,0.5,46215,3784,0.4,0.1,(X),(X),7.8,0.7,50077,3515,4.0,0.5,43940,11628,23.8,0.8,46885,2455,58.1,0.7,65871,1876,11.3,0.7,19314,1924,33.1,0.7,57648,2577,36.1,0.7,76755,3321,19.5,0.5,46791,2618,44490,765,74561,2297,48.9,1.1,68760,5019,51.1,1.1,79596,2968,75.1,1.4,89035,2599,17.7,1.3,37937,2328,7.2,0.9,50920,8936,27507,781,31322,1677,53.4,1.7,(X),(X),37.5,1.8,(X),(X),15.9,1.2,(X),(X),46.6,1.7,(X),(X),26.6,1.7,(X),(X),20.0,1.6,(X),(X),27.0,(X),(X),(X),25.9,(X),(X),(X),27.4,(X),(X),(X)
0500000US06115,06115,"Yuba County, California",25139,409,46892,1931,77.3,1.4,48312,2236,3.1,0.6,37386,18724,1.5,0.5,31712,21412,5.1,0.7,52528,16022,0.3,0.2,48947,23520,7.6,1.1,42063,3701,5.2,0.8,40350,12580,19.8,1.0,41341,2939,67.0,1.2,49142,2148,5.5,0.8,28750,9564,37.2,1.1,52184,3813,37.4,1.3,52802,5312,19.9,0.8,35328,5079,18202,603,50912,3050,49.8,2.1,45608,2917,50.2,2.1,60026,5456,69.8,2.5,62732,2903,19.6,2.0,24054,3351,10.6,1.6,38477,9940,6937,484,28793,2687,44.9,3.5,(X),(X),36.0,3.4,(X),(X),8.9,2.5,(X),(X),55.1,3.5,(X),(X),36.6,3.4,(X),(X),18.5,3.3,(X),(X),22.1,(X),(X),(X),21.7,(X),(X),(X),21.2,(X),(X),(X)
